handle,sku,title,currentCollections,suggestedCollection,hasCollection,price,available,url
"amortiguador-chery-arrizo-5-1-5-22-tiggo-3-18-r-del-gas","AM-DR-05-002","AMORTIGUADOR CHERY ARRIZO 5 1.5 22- / TIGGO 3 18- R DEL GAS","","suspension-direccion","false","40.0","true","/producto/amortiguador-chery-arrizo-5-1-5-22-tiggo-3-18-r-del-gas/"
"amortiguador-chery-q22-practivan-del-lh-gas-s-espiral-cn-auto-parts","H09-2905010","AMORTIGUADOR CHERY Q22 PRACTIVAN DEL LH GAS S/ESPIRAL ( CN AUTO PARTS )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chery-q22-practivan-del-lh-gas-s-espiral-cn-auto-parts/"
"amortiguador-chery-q22-practivan-del-rh-gas-s-espiral-cn-auto-parts","H09-2905020","AMORTIGUADOR CHERY Q22 PRACTIVAN DEL RH GAS S/ESPIRAL ( CN AUTO PARTS )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chery-q22-practivan-del-rh-gas-s-espiral-cn-auto-parts/"
"amortiguador-chery-q22-practivan-pos-oil-cn-auto-parts","K06-2915010","AMORTIGUADOR CHERY Q22 PRACTIVAN POS OIL ( CN AUTO PARTS )","","suspension-direccion","false","25.0","true","/producto/amortiguador-chery-q22-practivan-pos-oil-cn-auto-parts/"
"amortiguador-chery-tiggo-5-08-14-del-lh-sokita","ASUR5943170","AMORTIGUADOR CHERY TIGGO 5 08 14 DEL LH ( SOKITA )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chery-tiggo-5-08-14-del-lh-sokita/"
"amortiguador-chery-tiggo-5-08-14-del-rh-sokita","ASUR5943169","AMORTIGUADOR CHERY TIGGO 5 08 14 DEL RH ( SOKITA )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chery-tiggo-5-08-14-del-rh-sokita/"
"amortiguador-chevrole-suzuki-s-cross-16-del-lh-gas-bm","RP-AM150","AMORTIGUADOR CHEVROLE SUZUKI S-CROSS 16- DEL LH GAS ( BM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrole-suzuki-s-cross-16-del-lh-gas-bm/"
"amortiguador-chevrole-suzuki-s-cross-16-del-rh-gas-bm","RP-AM149","AMORTIGUADOR CHEVROLE SUZUKI S-CROSS 16- DEL RH GAS ( BM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrole-suzuki-s-cross-16-del-rh-gas-bm/"
"amortiguador-chevrolet-aveo-activo-05-chevy-taxi-05-aveo-family-emotion-sail-12-del-lh-gas-gm-arp","96980824","AMORTIGUADOR CHEVROLET AVEO ACTIVO 05 CHEVY TAXI 05 AVEO FAMILY-EMOTION-SAIL 12 DEL LH GAS ( GM/ARP)","","suspension-direccion","false","65.0","true","/producto/amortiguador-chevrolet-aveo-activo-05-chevy-taxi-05-aveo-family-emotion-sail-12-del-lh-gas-gm-arp/"
"amortiguador-chevrolet-aveo-activo-05-chevy-taxi-05-aveo-family-emotion-sail-12-del-rh-gas","96980825","AMORTIGUADOR CHEVROLET AVEO ACTIVO 05 CHEVY TAXI 05 AVEO FAMILY-EMOTION-SAIL 12 DEL RH GAS","","suspension-direccion","false","65.0","true","/producto/amortiguador-chevrolet-aveo-activo-05-chevy-taxi-05-aveo-family-emotion-sail-12-del-rh-gas/"
"amortiguador-chevrolet-aveo-famil-05-activo-emotion-sail-12-17-lh-del-gas","AM-DL-02-001","AMORTIGUADOR CHEVROLET AVEO FAMIL 05- / ACTIVO / EMOTION / SAIL 12- 17 LH DEL GAS","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-aveo-famil-05-activo-emotion-sail-12-17-lh-del-gas/"
"amortiguador-chevrolet-aveo-famil-05-activo-emotion-sail-12-17-r-del-gas","AM-DR-02-001","AMORTIGUADOR CHEVROLET AVEO FAMIL 05- / ACTIVO / EMOTION / SAIL 12-17 R DEL GAS","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-aveo-famil-05-activo-emotion-sail-12-17-r-del-gas/"
"amortiguador-chevrolet-cavalier-1-5-19-pos-l-r-gas-bm","RP-AM148","AMORTIGUADOR CHEVROLET CAVALIER 1.5 19- POS L/R GAS ( BM )","","suspension-direccion","false","28.0","true","/producto/amortiguador-chevrolet-cavalier-1-5-19-pos-l-r-gas-bm/"
"amortiguador-chevrolet-cavalier-19-del-l-gas-gsp","03-005-08-0632","AMORTIGUADOR CHEVROLET CAVALIER 19 - DEL L GAS ( GSP )","","suspension-direccion","false","48.0","true","/producto/amortiguador-chevrolet-cavalier-19-del-l-gas-gsp/"
"amortiguador-chevrolet-cavalier-19-del-r-gas-gsp","03-005-08-0633","AMORTIGUADOR CHEVROLET CAVALIER 19 - DEL R GAS ( GSP )","","suspension-direccion","false","48.0","true","/producto/amortiguador-chevrolet-cavalier-19-del-r-gas-gsp/"
"amortiguador-chevrolet-chevy-taxi-05-aveo-family-activo-emotion-sail-12-del-gas-rh-kashima","KAS-333417-O","AMORTIGUADOR CHEVROLET CHEVY TAXI 05 AVEO FAMILY-ACTIVO-EMOTION-SAIL 12 DEL GAS RH ( KASHIMA )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-chevy-taxi-05-aveo-family-activo-emotion-sail-12-del-gas-rh-kashima/"
"amortiguador-chevrolet-chevy-taxi-05-aveo-family-activo-emotion-sail-12-del-gas-rh-record","03-005-08-0044","AMORTIGUADOR CHEVROLET CHEVY TAXI 05 AVEO FAMILY-ACTIVO-EMOTION-SAIL 12 DEL GAS RH ( RECORD )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-chevy-taxi-05-aveo-family-activo-emotion-sail-12-del-gas-rh-record/"
"amortiguador-chevrolet-chevy-taxi-05-aveo-family-aveo-activo-family-pos-36x60x10-o-i-oil-record","03-005-08-0048","AMORTIGUADOR CHEVROLET CHEVY TAXI 05 AVEO FAMILY-AVEO ACTIVO-FAMILY POS 36X60X10 O-I OIL ( RECORD )","","suspension-direccion","false","20.0","true","/producto/amortiguador-chevrolet-chevy-taxi-05-aveo-family-aveo-activo-family-pos-36x60x10-o-i-oil-record/"
"amortiguador-chevrolet-corsa-evolution-02-pos-28-5x45-5x16-o-i-gas-cofap","891579","AMORTIGUADOR CHEVROLET CORSA EVOLUTION 02 POS 28.5X45.5X16 O-I GAS ( COFAP )","","suspension-direccion","false","28.0","true","/producto/amortiguador-chevrolet-corsa-evolution-02-pos-28-5x45-5x16-o-i-gas-cofap/"
"amortiguador-chevrolet-corsa-evolution-03-07-delantero-gas-lh-gsp","32306332","AMORTIGUADOR CHEVROLET CORSA EVOLUTION 03-07 DELANTERO GAS LH ( GSP )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-corsa-evolution-03-07-delantero-gas-lh-gsp/"
"amortiguador-chevrolet-corsa-evolution-03-07-delantero-gas-rh-gsp","32306331","AMORTIGUADOR CHEVROLET CORSA EVOLUTION 03-07 DELANTERO GAS RH ( GSP )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-corsa-evolution-03-07-delantero-gas-rh-gsp/"
"amortiguador-chevrolet-corsa-evolution-1-8-03-del-lh-gas-cafap","GP30133-Y","AMORTIGUADOR CHEVROLET CORSA EVOLUTION 1.8 03 DEL LH GAS ( CAFAP )","","suspension-direccion","false","54.0","true","/producto/amortiguador-chevrolet-corsa-evolution-1-8-03-del-lh-gas-cafap/"
"amortiguador-chevrolet-corsa-evolution-1-8-03-del-rh-gas-cofap","GP30134-Y","AMORTIGUADOR CHEVROLET CORSA EVOLUTION 1.8 03 DEL RH GAS ( COFAP )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-corsa-evolution-1-8-03-del-rh-gas-cofap/"
"amortiguador-chevrolet-d-max-4x2-14-del-lh-rh-gas-g-control","206074","AMORTIGUADOR CHEVROLET D-MAX 4X2 14 DEL LH/RH GAS ( G-CONTROL )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-d-max-4x2-14-del-lh-rh-gas-g-control/"
"amortiguador-chevrolet-d-max-rt50-2-4-2-5-4x2-05-13-gas-del-lh-rh-bm","RP-AM27","AMORTIGUADOR CHEVROLET D-MAX RT50 2.4/2.5 4X2 05- 13 GAS DEL LH/RH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-d-max-rt50-2-4-2-5-4x2-05-13-gas-del-lh-rh-bm/"
"amortiguador-chevrolet-d-max-rt50-3-0-4x2-4x4-14-gas-del-lh-rh-bm","RP-AM20","AMORTIGUADOR CHEVROLET D-MAX RT50 3.0 4X2/4X4 14- GAS DEL LH/RH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-d-max-rt50-3-0-4x2-4x4-14-gas-del-lh-rh-bm/"
"amortiguador-chevrolet-d-max-rt50-4x4-16-18-o-o-post-r-l-g-control","104497","AMORTIGUADOR CHEVROLET D-MAX RT50 4X4 16-18 O/O POST R/L ( G-CONTROL )","","suspension-direccion","false","28.0","true","/producto/amortiguador-chevrolet-d-max-rt50-4x4-16-18-o-o-post-r-l-g-control/"
"amortiguador-chevrolet-gran-vitara-1-6-2-0-2-gas-del-rh-bm","RP-AM31","AMORTIGUADOR CHEVROLET GRAN VITARA 1.6/2.0/ 2. GAS DEL RH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-gran-vitara-1-6-2-0-2-gas-del-rh-bm/"
"amortiguador-chevrolet-gran-vitara-1-6-2-0-2-5-gas-del-lh-bm","RP-AM30","AMORTIGUADOR CHEVROLET GRAN VITARA 1.6/2.0/ 2.5 GAS DEL LH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-gran-vitara-1-6-2-0-2-5-gas-del-lh-bm/"
"amortiguador-chevrolet-grand-vitara-sz-07-pos-34x53x12-o-o-oil-e20021-record","03-005-08-0133","AMORTIGUADOR CHEVROLET GRAND VITARA SZ 07- POS 34X53X12 O-O OIL (E20021) ( RECORD )","","suspension-direccion","false","25.0","true","/producto/amortiguador-chevrolet-grand-vitara-sz-07-pos-34x53x12-o-o-oil-e20021-record/"
"amortiguador-chevrolet-grand-vitara-sz-08-del-lh-gas-bm","RP-AM111","AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- DEL LH GAS ( BM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-grand-vitara-sz-08-del-lh-gas-bm/"
"amortiguador-chevrolet-grand-vitara-sz-08-del-rh-gas-bm","RP-AM112","AMORTIGUADOR CHEVROLET GRAND VITARA SZ 08- DEL RH GAS ( BM )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-grand-vitara-sz-08-del-rh-gas-bm/"
"amortiguador-chevrolet-joy-22-del-lh-gas-bm","RP-AM144","AMORTIGUADOR CHEVROLET JOY 22- DEL LH GAS ( BM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-joy-22-del-lh-gas-bm/"
"amortiguador-chevrolet-joy-22-del-rh-gas-bm","RP-AM143","AMORTIGUADOR CHEVROLET JOY 22- DEL RH GAS ( BM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-joy-22-del-rh-gas-bm/"
"amortiguador-chevrolet-luv-2-2-2-3-mits-l200-4x4-pos-1094-68-24-35x56x16-o-o-oil-ibuki","03-005-08-0137","AMORTIGUADOR CHEVROLET LUV 2.2/2.3 MITS.L200 4X4 POS (1094-68.24) 35X56X16 O-O OIL ( IBUKI )","","suspension-direccion","false","20.0","true","/producto/amortiguador-chevrolet-luv-2-2-2-3-mits-l200-4x4-pos-1094-68-24-35x56x16-o-o-oil-ibuki/"
"amortiguador-chevrolet-luv-d-max-4x2-05-pos-r-l-gas","03-005-08-0343","AMORTIGUADOR CHEVROLET LUV D-MAX 4X2 05 - POS R/L GAS","","suspension-direccion","false","18.0","true","/producto/amortiguador-chevrolet-luv-d-max-4x2-05-pos-r-l-gas/"
"amortiguador-chevrolet-n300-van-del-lh-oil-ibuki","03-005-08-0169","AMORTIGUADOR CHEVROLET N300 VAN DEL LH OIL ( IBUKI )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-n300-van-del-lh-oil-ibuki/"
"amortiguador-chevrolet-n300-van-del-rh-oil-ibuki","03-005-08-0170","AMORTIGUADOR CHEVROLET N300 VAN DEL RH OIL ( IBUKI )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-n300-van-del-rh-oil-ibuki/"
"amortiguador-chevrolet-n300-van-pos-gas-ibuki","03-005-08-0171","AMORTIGUADOR CHEVROLET N300 VAN POS GAS ( IBUKI )","","suspension-direccion","false","25.0","true","/producto/amortiguador-chevrolet-n300-van-pos-gas-ibuki/"
"amortiguador-chevrolet-onix-19-joy-22-pos-l-r-gas-bm","RP-AM145","AMORTIGUADOR CHEVROLET ONIX 19 / JOY 22- POS L/R GAS ( BM )","","suspension-direccion","false","28.0","true","/producto/amortiguador-chevrolet-onix-19-joy-22-pos-l-r-gas-bm/"
"amortiguador-chevrolet-optra-05-13-l-pos-gas-gsp","03-005-08-0432","AMORTIGUADOR CHEVROLET OPTRA 05 13 L POS GAS ( GSP )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-optra-05-13-l-pos-gas-gsp/"
"amortiguador-chevrolet-optra-05-13-r-pos-gas-gsp","03-005-08-0433.","AMORTIGUADOR CHEVROLET OPTRA 05 13 R POS GAS ( GSP )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-optra-05-13-r-pos-gas-gsp/"
"amortiguador-chevrolet-optra-05-del-gas-rh-record","03-005-08-0190","AMORTIGUADOR CHEVROLET OPTRA 05 DEL GAS RH ( RECORD )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-optra-05-del-gas-rh-record/"
"amortiguador-chevrolet-optra-05-pos-lh-gas-kashima","KAS-333420","AMORTIGUADOR CHEVROLET OPTRA 05- POS LH GAS ( KASHIMA )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-optra-05-pos-lh-gas-kashima/"
"amortiguador-chevrolet-optra-05-pos-rh-gas-kashima","KAS-333419","AMORTIGUADOR CHEVROLET OPTRA 05- POS RH GAS ( KASHIMA )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-optra-05-pos-rh-gas-kashima/"
"amortiguador-chevrolet-optra-05-13-delantero-gas-rh-gsp","32306101","AMORTIGUADOR CHEVROLET OPTRA 05-13 DELANTERO GAS RH ( GSP )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-optra-05-13-delantero-gas-rh-gsp/"
"amortiguador-chevrolet-sail-1-5-18-del-gas-lh-bm","RP-AM36","AMORTIGUADOR CHEVROLET SAIL 1.5 18- DEL GAS LH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-sail-1-5-18-del-gas-lh-bm/"
"amortiguador-chevrolet-sail-1-5-18-del-gas-rh-bm","RP-AM37","AMORTIGUADOR CHEVROLET SAIL 1.5 18- DEL GAS RH ( BM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-sail-1-5-18-del-gas-rh-bm/"
"amortiguador-chevrolet-sail-1-5-18-del-gas-lh-yokomitsu","C-K20CHV0515-FL","AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS LH ( YOKOMITSU )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-sail-1-5-18-del-gas-lh-yokomitsu/"
"amortiguador-chevrolet-sail-1-5-18-del-gas-rh-kenzu","2000.53","AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS RH ( KENZU )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-sail-1-5-18-del-gas-rh-kenzu/"
"amortiguador-chevrolet-sail-1-5-18-del-gas-rh-yarrak-spa","11698","AMORTIGUADOR CHEVROLET SAIL 1.5 18/- DEL GAS RH ( YARRAK SPA )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-sail-1-5-18-del-gas-rh-yarrak-spa/"
"amortiguador-chevrolet-sail-18-pos-lh-rh-38x63x12-o-i-gas-besuto","22.152.007.125","AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH 38X63X12 O-I GAS ( BESUTO )","","suspension-direccion","false","22.0","true","/producto/amortiguador-chevrolet-sail-18-pos-lh-rh-38x63x12-o-i-gas-besuto/"
"amortiguador-chevrolet-sail-18-pos-lh-rh-38x63x12-o-i-gas-bm","90873217","AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH 38X63X12 O-I GAS ( BM )","","suspension-direccion","false","22.0","true","/producto/amortiguador-chevrolet-sail-18-pos-lh-rh-38x63x12-o-i-gas-bm/"
"amortiguador-chevrolet-sail-18-pos-lh-rh-o-i-gas-co-parts","90873218","AMORTIGUADOR CHEVROLET SAIL 18 POS LH/RH O-I GAS ( CO-PARTS )","","suspension-direccion","false","22.0","true","/producto/amortiguador-chevrolet-sail-18-pos-lh-rh-o-i-gas-co-parts/"
"amortiguador-chevrolet-spark-02-05-del-lh-gas-ibuki","03-005-08-0225","AMORTIGUADOR CHEVROLET SPARK 02 05 DEL LH GAS ( IBUKI )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-spark-02-05-del-lh-gas-ibuki/"
"amortiguador-chevrolet-spark-02-05-del-rh-gas-ibuki","03-005-08-0226","AMORTIGUADOR CHEVROLET SPARK 02 05 DEL RH GAS ( IBUKI )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-spark-02-05-del-rh-gas-ibuki/"
"amortiguador-chevrolet-spark-06-10-del-gas-rh-dlb","AM234","AMORTIGUADOR CHEVROLET SPARK 06 10 DEL GAS RH ( DLB )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-spark-06-10-del-gas-rh-dlb/"
"amortiguador-chevrolet-spark-06-10-del-gas-rh-record","03-005-08-0233","AMORTIGUADOR CHEVROLET SPARK 06 10 DEL GAS RH ( RECORD )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-spark-06-10-del-gas-rh-record/"
"amortiguador-chevrolet-spark-06-10-del-gas-lh-gm","96424025","AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS LH ( GM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-spark-06-10-del-gas-lh-gm/"
"amortiguador-chevrolet-spark-06-10-del-gas-lh-record","03-005-08-0232","AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS LH ( RECORD )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-spark-06-10-del-gas-lh-record/"
"amortiguador-chevrolet-spark-06-10-del-gas-rh-gm","96424026","AMORTIGUADOR CHEVROLET SPARK 06-10 DEL GAS RH ( GM )","","suspension-direccion","false","40.0","true","/producto/amortiguador-chevrolet-spark-06-10-del-gas-rh-gm/"
"amortiguador-chevrolet-spark-gt-12-beat-19-del-lh-gm","95032447","AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 DEL LH ( GM )","","suspension-direccion","false","35.0","true","/producto/amortiguador-chevrolet-spark-gt-12-beat-19-del-lh-gm/"
"amortiguador-chevrolet-spark-gt-12-beat-19-pos-36-5x56-5x10-o-i-gas-besuto","22.152.007.122","AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 POS 36.5X56.5X10 O-I GAS ( BESUTO )","","suspension-direccion","false","25.0","true","/producto/amortiguador-chevrolet-spark-gt-12-beat-19-pos-36-5x56-5x10-o-i-gas-besuto/"
"amortiguador-chevrolet-spark-gt-12-beat-19-pos-36-5x56-5x10-o-i-gas-gm","1006.8","AMORTIGUADOR CHEVROLET SPARK GT 12 BEAT 19 POS 36.5X56.5X10 O-I GAS ( GM )","","suspension-direccion","false","28.0","true","/producto/amortiguador-chevrolet-spark-gt-12-beat-19-pos-36-5x56-5x10-o-i-gas-gm/"
"amortiguador-chevrolet-spark-gt-12-beat-19-del-lh-besuto","22.152.007.120","AMORTIGUADOR CHEVROLET SPARK GT 12- BEAT 19- DEL LH ( BESUTO )","","suspension-direccion","false","38.0","true","/producto/amortiguador-chevrolet-spark-gt-12-beat-19-del-lh-besuto/"
"amortiguador-chevrolet-spark-gt-12-beat-19-del-rh-besuto","22.152.007.121","AMORTIGUADOR CHEVROLET SPARK GT 12- BEAT 19- DEL RH ( BESUTO )","","suspension-direccion","false","38.0","true","/producto/amortiguador-chevrolet-spark-gt-12-beat-19-del-rh-besuto/"
"amortiguador-chevrolet-spark-life-17-gas-del-lh-bm","RP-AM47","AMORTIGUADOR CHEVROLET SPARK LIFE 17- GAS DEL LH ( BM )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-spark-life-17-gas-del-lh-bm/"
"amortiguador-chevrolet-spark-life-17-gas-del-rh-bm","RP-AM48","AMORTIGUADOR CHEVROLET SPARK LIFE 17- GAS DEL RH ( BM )","","suspension-direccion","false","30.0","true","/producto/amortiguador-chevrolet-spark-life-17-gas-del-rh-bm/"
"amortiguador-chevrolet-swift-91-forsa-ii-pos-r-l-gas-kashima","KAS-332051","AMORTIGUADOR CHEVROLET SWIFT 91- FORSA II POS R/L GAS ( KASHIMA )","","suspension-direccion","false","25.0","true","/producto/amortiguador-chevrolet-swift-91-forsa-ii-pos-r-l-gas-kashima/"
"amortiguador-chevrolet-tracker-13-19-del-lh-g-control","203137","AMORTIGUADOR CHEVROLET TRACKER 13-19 DEL LH ( G-CONTROL )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-tracker-13-19-del-lh-g-control/"
"amortiguador-chevrolet-tracker-13-19-del-rh-g-control","203138","AMORTIGUADOR CHEVROLET TRACKER 13-19 DEL RH ( G-CONTROL )","","suspension-direccion","false","45.0","true","/producto/amortiguador-chevrolet-tracker-13-19-del-rh-g-control/"
